id_interaction,id_lead,type_action,timestamp,canal_interaction,duree_secondes,page_url,note_qualite
INT_00110975,LEAD_0015238,"clic",2025-10-02 23:55:13.057,"Email","-2","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00110976,LEAD_0020699,"clic",09/09/2025," mobile ","322","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00110977,LEAD_0022284,"Achat",1743350228855,"N/A","9515","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","-2"
INT_00110978,LEAD_0010064,"clic",2025-03-31 10:23:21.992,"chat","367","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00110979,LEAD_0014000,"vue",1740692406," web ","513","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00110980,LEAD_0028637,"",1753794182,"SMS","760","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00110981,LEAD_ORPHAN_92891,"vue",1717216524790,"App","N/A","https://www.monsite.fr/accueil","moyen"
INT_00110982,LEAD_0022748,"achat",1756488563020,"Chat","N/A","www.monsite.fr/promo","1"
INT_00110983,LEAD_0007987,"clic",1766222435,"sms","6 min","",""
INT_00110984,LEAD_0018976,"achat",1750847137385,"App","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4.4"
INT_00110985,LEAD_0029187,"CLIC",1679953859,"Mail","42.68","","3"
INT_00110986,LEAD_0028499,"vue",1683090023142,"WEB","225","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","moyen"
INT_00110987,LEAD_0013646,"CLIC",2026-03-04 01:58:39.902,"Sms","165","https://www.monsite.fr/accueil","2.4"
INT_00110988,LEAD_0025926,"Achat",1697992607701,"N/A","461","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00110989,LEAD_0007230,"",1722267347,"Live Chat","559","https://www.monsite.fr/produits/","3"
INT_00110990,LEAD_0021268,"CLIC",1683101822,"Mobile","0","https://www.monsite.fr/accueil","5"
INT_00110991,LEAD_ORPHAN_96234,"CLIC",2023-06-11 13:56:28.143,"SMS","522","https://www.MonSite.fr/contact","5"
INT_00110992,LEAD_0013171,"",1736648258,"APP","539","","mauvais"
INT_00110993,LEAD_0002752,"VUE",24/09/2025,"mobile","270","www.monsite.fr/promo","5/5"
INT_00110994,LEAD_0003831,"view",2023-10-24 22:54:01.849,"Live Chat","N/A","/accueil","1"
INT_00110995,LEAD_0008581,"clic",1682051821,"chat","317","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00110996,LEAD_0027440,"clic",13/02/2024,"MOBILE","213","https://www.monsite.fr/produits","5"
INT_00110997,LEAD_0024537,"Achat",1700930645,"App","125","HTTP://www.monsite.fr/blog",""
INT_00110998,LEAD_0019226,"Achat",2024-09-11 09:35:53.185,"","N/A","HTTP://www.monsite.fr/blog","3"
INT_00110999,LEAD_0027538,"Achat",2023-06-15 13:19:26.179," web ","0","https://www.MonSite.fr/contact","1.8"
INT_00111000,LEAD_0024998,"clic",2024-11-08T00:15:40.530Z,"Chat","183","https://www.monsite.fr/produits","1"
INT_00111001,LEAD_0001000,"clic",2024-03-15T23:52:17.820Z,"WEB","27","","5"
INT_00111002,LEAD_0022736,"vue",2024-09-18T13:17:15.245Z,"web","499"," https://www.monsite.fr/accueil ","4.4"
INT_00111003,LEAD_0027406,"vue",1733868003,"web","63","",""
INT_00111004,LEAD_0010372,"VUE",2025-11-21 13:51:43.770,"","343","/accueil","2"
INT_00111005,LEAD_0011694,"achat",2025-03-16 08:11:17.215,"PUSH","-124","https://www.monsite.fr/produits/","5"
INT_00111006,LEAD_0003560,"clic",2025-02-21T12:30:18.679Z,"Email","9549","www.monsite.fr/promo","mauvais"
INT_00111007,LEAD_0014099,"view",2024-12-08 08:33:13.789,"sms","45","https://www.monsite.fr/accueil","5"
INT_00111008,LEAD_0001368,"clic",,"WEB","","https://www.monsite.fr/accueil","0"
INT_00111009,LEAD_0018648,"clic",1685847056,"Live Chat","8 min","","4"
INT_00111010,LEAD_0009543,"vue",1704470589,"Chat","398","https://www.monsite.fr/accueil","1"
INT_00111011,LEAD_ORPHAN_91626,"clic",1725500167,"live_chat","0"," https://www.monsite.fr/accueil ","3"
INT_00111012,LEAD_0011013,"click",,"Mobile","40","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00111013,LEAD_0018420,"clic",1701044061,"Chat","-279"," https://www.monsite.fr/accueil ","1.1"
INT_00111014,LEAD_ORPHAN_91948,"achat",2024-01-15T22:24:46.653Z,"chat","238","HTTP://www.monsite.fr/blog","2"
INT_00111015,LEAD_0004283,"clic",1745144368," mobile ","-90","","7"
INT_00111016,LEAD_0020686,"clic",1744805250,"SMS","","HTTP://www.monsite.fr/blog","mauvais"
INT_00111017,LEAD_0010087,"vue",1685459826,"EMAIL","105","https://www.monsite.fr/PRODUITS",""
INT_00111018,LEAD_0013466,"vue",1687304424,"chat","0","/accueil","1.8"
INT_00111019,LEAD_0020143,"purchase",,"EMAIL","","https://www.monsite.fr/accueil",""
INT_00021841,LEAD_0019186,"click",1691851427,"live_chat","18","https://www.monsite.fr/accueil","3"
INT_00111020,LEAD_0009861,"vue",09/01/2026,"chat","321.61","monsite.fr/landing","1"
INT_00111021,LEAD_0003793,"purchase",1751186633497,"app","","https://www.monsite.fr/produits/","3.8"
INT_00093712,LEAD_0028530,"Achat",2024-10-25 18:21:20.736,"PUSH","-82","https://www.monsite.fr/accueil","moyen"
INT_00111022,LEAD_0009373,"clic",1693907166,"Push","568","https://www.monsite.fr/produits/",""
INT_00111023,LEAD_0020369,"purchase",1757801951,"SMS","433","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00111024,LEAD_0010849,"vue",,"Live Chat","4070","https://www.monsite.fr/produits/","5"
INT_00111025,LEAD_0023276,"clic",2024-06-10 00:52:15.343,"App","31","/accueil","bon"
INT_00111026,LEAD_ORPHAN_90537,"",2025-11-29 05:06:57.705,"WEB","1 min","www.monsite.fr/promo","4"
INT_00111027,LEAD_0029105,"VUE",1683029478,"mobile","-152","www.monsite.fr/promo","5"
INT_00111028,LEAD_0024620,"CLIC",1705798294061,"","","",""
INT_00111029,LEAD_0006888,"",2023-08-30T12:47:58.505Z,"CHAT","581","https://www.monsite.fr/produits/",""
INT_00111030,LEAD_0013177,"achat",2024-06-21 23:07:08.340,"SMS","2 min","www.monsite.fr/promo","-5"
INT_00111031,LEAD_0013779,"achat",1714612094,"WEB","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2.5"
INT_00111032,LEAD_0012750,"clic",2024-03-28T07:23:13.043Z,"app","-113","https://www.monsite.fr/accueil","4"
INT_00111033,LEAD_0013644,"click",2023-09-23T10:04:37.898Z,"App","503","www.monsite.fr/promo","1"
INT_00111034,LEAD_ORPHAN_90616,"vue",1700187688198,"push_notification","N/A","https://www.monsite.fr/PRODUITS","N/A"
INT_00111035,LEAD_0017265,"clic",1762901883,"Live Chat","53"," https://www.monsite.fr/accueil ","4"
INT_00111036,LEAD_0004395,"achat",2024-12-19 13:52:41.108,"","480","https://www.monsite.fr/produits","bon"
INT_00111037,LEAD_0001091,"vue",2025-05-23T00:47:37.877Z,"Email","245s","/accueil",""
INT_00111038,LEAD_0016714,"click",09/12/2025,"sms","521","","2"
INT_00111039,LEAD_0012004,"",2023-08-28T08:45:33.368Z,"push","294.36","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","bon"
INT_00058325,LEAD_0002073,"vue",,"Email","512","HTTP://www.monsite.fr/blog","N/A"
INT_00111040,LEAD_0026572,"clic",18/06/2024,"sms","N/A","monsite.fr/landing","1"
INT_00111041,LEAD_0006949,"",2023-11-10T07:43:08.354Z,"mobile","476","www.monsite.fr/promo","3/5"
INT_00111042,LEAD_0004609,"clic",569877," web ","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00111043,LEAD_0023996,"",2026-02-20T14:53:47.917Z,"","0","https://www.monsite.fr/produits/","2.3"
INT_00111044,LEAD_0023323,"clic",1758297012,"Sms","266.70","",""
INT_00111045,LEAD_0012262,"clic",649074,"SMS","413s","https://www.monsite.fr/accueil","3"
INT_00111046,LEAD_0023736,"clic",2026-02-10T15:53:19.235Z,"Chat","N/A","/accueil","4.1"
INT_00111047,LEAD_0016334,"achat",,"Chat","551.06","https://www.MonSite.fr/contact","2"
INT_00111048,LEAD_0016948,"CLIC",1735345332709,"CHAT","5990","www.monsite.fr/promo","1.2"
INT_00111049,LEAD_ORPHAN_98622,"achat",2026-02-11T05:16:43.913Z,"Chat","476","www.monsite.fr/promo","5/5"
INT_00111050,LEAD_0001120,"clic",2026-03-06T21:59:03.258Z,"","116","monsite.fr/landing","5"
INT_00111051,LEAD_0028828,"clic",1759349929,"Live Chat","360.68","HTTP://www.monsite.fr/blog","-1"
INT_00111052,LEAD_0025826,"vue",384526,"Push","97","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00111053,LEAD_0015148,"view",1705241445918,"Mobile","225","https://www.monsite.fr/produits","4"
INT_00111054,LEAD_0016025,"Achat",15/10/2025,"email","391"," https://www.monsite.fr/accueil ","8"
INT_00111055,LEAD_0006566,"vue",1770792409653,"Push","0","https://www.MonSite.fr/contact","0"
INT_00111056,LEAD_0028722,"",1723653508192,"PUSH","","","1"
INT_00111057,LEAD_0026501,"vue",1714700385,"email","47","https://www.monsite.fr/PRODUITS","1"
INT_00109520,LEAD_0003121,"VUE",21/11/2024,"Sms","258.49","/accueil",""
INT_00111058,LEAD_0013858,"",1751430705,"Email","2s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5"
INT_00111059,LEAD_0021303,"",444406,"WEB","8100","","0"
INT_00111060,LEAD_0019650,"clic",1733647493,"Live Chat","587s"," https://www.monsite.fr/accueil ","3"
INT_00111061,LEAD_0006572,"Achat",10/01/2025,"Email","5810"," https://www.monsite.fr/accueil ",""
INT_00111062,LEAD_0004098,"",2024-08-01T14:28:24.243Z,"Email","399s","","3"
INT_00111063,LEAD_0005834,"vue",2024-01-03T20:57:23.670Z,"push_notification","4557","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","5"
INT_00111064,LEAD_0022599,"clic",2024-03-10T06:04:30.020Z,"PUSH","347s","https://www.MonSite.fr/contact",""
INT_00111065,LEAD_0001965,"vue",2026-02-19T20:55:12.678Z," mobile ","236","monsite.fr/landing","3"
INT_00111066,LEAD_0017536,"",2025-02-26T09:46:13.009Z,"web","453.97","https://www.monsite.fr/produits","3.4"
INT_00111067,LEAD_0001219,"vue",2024-05-07T04:37:12.023Z,"WEB","194.23","https://www.MonSite.fr/contact",""
INT_00111068,LEAD_0008430,"clic",2024-01-05T03:59:13.458Z," web ","9544","https://www.monsite.fr/accueil","3/5"
INT_00111069,LEAD_0015536,"click",07/04/2025,"CHAT","","","3"
INT_00111070,LEAD_0025437,"clic",1684655060,"email","457","https://www.MonSite.fr/contact","1.4"
INT_00111071,LEAD_0021030,"clic",2024-05-24 13:06:20.895,"web","334","https://www.monsite.fr/PRODUITS","5"
INT_00111072,LEAD_0018789,"",2026-01-18T21:20:52.743Z,"App","-127","www.monsite.fr/promo","3"
INT_00111073,LEAD_0013012,"clic",365962,"CHAT","219","https://www.monsite.fr/PRODUITS","1"
INT_00111074,LEAD_0009763,"Achat",1692430951009,"","466","HTTP://www.monsite.fr/blog",""
INT_00111075,LEAD_0020619,"clic",2025-06-20T07:35:46.570Z,"mobile","-187","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","1"
INT_00111076,LEAD_0028193,"view",1727224940,"","295.29","https://www.monsite.fr/produits/","-1"
INT_00111077,LEAD_0024261,"clic",398018,"push_notification","N/A","www.monsite.fr/promo","5"
INT_00111078,LEAD_0022189,"click",2025-02-04T04:46:14.389Z,"PUSH","352","","5"
INT_00111079,LEAD_0002621,"clic",1707864690,"MOBILE","4557","","5"
INT_00111080,LEAD_0005752,"clic",1709911304,"sms","311.09","www.monsite.fr/promo","6"
INT_00111081,LEAD_0005214,"view",1692387123278,"Push","243s","","2"
INT_00111082,LEAD_0012710,"clic",187851,"CHAT","52","/accueil","4"
INT_00111083,LEAD_0000018,"clic",1767711425009,"Web","537.09","","10"
INT_00111084,LEAD_0013078,"",1711713603,"app","0"," https://www.monsite.fr/accueil ","2"
INT_00111085,LEAD_0008364,"vue",,"mail","347","monsite.fr/landing","2"
INT_00111086,LEAD_0014353,"vue",2024-03-22 18:48:58.129,"Sms","","monsite.fr/landing","2.0"
INT_00111087,LEAD_0024903,"vue",1727578063526,"sms","-209","https://www.monsite.fr/accueil","2"
INT_00111088,LEAD_0001675,"vue",830574,"APP","60","www.monsite.fr/promo","-2"
INT_00111089,LEAD_0018715,"VUE",2024-10-17T02:24:42.744Z,"WEB","-207","https://www.monsite.fr/produits/",""
INT_00111090,LEAD_0009884,"CLIC",23/03/2023,"APP","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","1"
INT_00111091,LEAD_0022690,"",1734719351,"push","455"," https://www.monsite.fr/accueil ",""
INT_00111092,LEAD_0005163,"achat",2024-05-07T10:57:16.996Z,"mail","247","https://www.MonSite.fr/contact","1"
INT_00111093,LEAD_0020656,"VUE",1761254219,"MOBILE","592","https://www.MonSite.fr/contact","3"
INT_00111094,LEAD_0012621,"clic",02/08/2024,"Sms","46"," https://www.monsite.fr/accueil ","1"
INT_00111095,LEAD_0025004,"clic",2025-11-27T01:40:53.950Z,"","511","https://www.MonSite.fr/contact",""
INT_00111096,LEAD_0008720,"clic",04/07/2023,"push_notification","200s","https://www.monsite.fr/PRODUITS",""
INT_00111097,LEAD_0016441,"clic",1752470484,"app","329s","monsite.fr/landing","4"
INT_00111098,LEAD_0004556,"clic",2025-09-10 08:04:38.321,"","243"," https://www.monsite.fr/accueil ","4"
INT_00111099,LEAD_0024258,"view",28/03/2023,"SMS","66.95","monsite.fr/landing","1"
INT_00111100,LEAD_0019833,"",712320,"MOBILE","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3"
INT_00111101,LEAD_0003267,"clic",2026-01-06T15:40:05.769Z,"","4555","","3"
INT_00111102,LEAD_0007899,"clic",2024-01-09T19:19:16.342Z,"WEB","321","https://www.monsite.fr/PRODUITS","5"
INT_00028364,LEAD_0013471,"vue",2023-04-03T19:33:22.930Z,"EMAIL","N/A","","2/5"
INT_00111103,LEAD_ORPHAN_98316,"achat",1766146618," mobile ","N/A","https://www.monsite.fr/produits/","1/5"
INT_00111104,LEAD_0011222,"achat",19/01/2024,"web","518","HTTP://www.monsite.fr/blog","8"
INT_00111105,LEAD_0017218,"vue",," web ","N/A","","5"
INT_00111106,LEAD_0027768,"",1759197770797," mobile ","93","","bon"
INT_00111107,LEAD_0023921,"vue",1769534250538,"sms","N/A","https://www.MonSite.fr/contact",""
INT_00111108,LEAD_0014016,"clic",,"","4 min","https://www.MonSite.fr/contact",""
INT_00111109,LEAD_0010438,"vue",,"SMS","58"," https://www.monsite.fr/accueil ","3"
INT_00111110,LEAD_0021032,"clic",1738860402,"web","342","https://www.monsite.fr/PRODUITS","5"
INT_00111111,LEAD_ORPHAN_94142,"",1743938412356,"live_chat","579","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00111112,LEAD_0005136,"",25/12/2025,"live_chat","0","https://www.monsite.fr/produits","0"
INT_00111113,LEAD_0000587,"Achat",14/12/2024,"Mobile","340","https://www.monsite.fr/accueil","1/5"
INT_00111114,LEAD_0019928,"CLIC",2025-01-10 06:20:44.782,"Web","","https://www.monsite.fr/produits","2"
INT_00111115,LEAD_0010715,"",2023-06-13 23:22:26.029,"Chat","","www.monsite.fr/promo","4"
INT_00111116,LEAD_0015700,"CLIC",2023-04-27T04:38:48.937Z,"Email","556.85","https://www.monsite.fr/accueil","1.0"
INT_00111117,LEAD_0015507,"CLIC",1724126965160,"","521","https://www.monsite.fr/PRODUITS","mauvais"
INT_00111118,LEAD_0013670,"vue",1753156539638,"","509","monsite.fr/landing","2"
INT_00111119,LEAD_0009801,"clic",,"","557","","0"
INT_00111120,LEAD_0013143,"clic",1698761216,"sms","189"," https://www.monsite.fr/accueil ","5"
INT_00111121,LEAD_0028452,"VUE",1687762432,"","5 min","","3"
INT_00111122,LEAD_0001126,"view",2024-10-15 03:54:49.624,"push","10","https://www.monsite.fr/produits/","2.1"
INT_00111123,LEAD_0013196,"clic",2024-06-04T00:59:15.967Z,"Mail","345","https://www.monsite.fr/produits",""
INT_00111124,LEAD_0000651,"CLIC",1687395208,"Email","588","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3"
INT_00111125,LEAD_0016302,"vue",1768497041483,"App","0","https://www.monsite.fr/produits","2"
INT_00111126,LEAD_0016547,"purchase",2025-10-01T04:31:08.804Z," mobile ","361","https://www.monsite.fr/PRODUITS","2"
INT_00111127,LEAD_0006475,"clic",2023-03-25 10:22:18.914,"","","https://www.monsite.fr/produits","4"
INT_00111128,LEAD_0020882,"vue",1709464479,"sms","1287","",""
INT_00111129,LEAD_0013299,"Achat",1713912387888,"mail","","www.monsite.fr/promo","1/5"
INT_00111130,LEAD_0011759,"VUE",2025-11-21T22:50:03.937Z,"Sms","51","https://www.MonSite.fr/contact",""
INT_00013544,LEAD_0002942,"purchase",1724006460914,"Mail","523","monsite.fr/landing","4/5"
INT_00111131,LEAD_0004345,"clic",,"Sms","3604","https://www.monsite.fr/produits","3"
INT_00111132,LEAD_0009631,"view",10/12/2023,"chat","304","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","0"
INT_00111133,LEAD_0007363,"Achat",1734292488935,"Push","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","2"
INT_00111134,LEAD_0008722,"Achat",1709487508658,"","N/A","",""
INT_00111135,LEAD_0025927,"view",2024-12-17T20:20:32.621Z,"push_notification","582","monsite.fr/landing","bon"
INT_00111136,LEAD_0015930,"vue",,"chat","472","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","1"
INT_00111137,LEAD_0001294,"purchase",1719201065,"push","N/A","https://www.monsite.fr/PRODUITS","5"
INT_00111138,LEAD_0015591,"CLIC",2025-04-26T19:06:55.769Z,"PUSH","0","https://www.monsite.fr/produits/",""
INT_00111139,LEAD_0004127,"view",2024-12-23 08:32:38.177,"chat","","/accueil","N/A"
INT_00111140,LEAD_0027652,"",1678928884,"Push","","https://www.monsite.fr/produits/","3/5"
INT_00111141,LEAD_0020525,"view",2026-01-19 06:23:08.877,"MOBILE","460","monsite.fr/landing","1"
INT_00111142,LEAD_0003324,"clic",2025-02-21T16:00:50.289Z,"App","8564","monsite.fr/landing","1"
INT_00111143,LEAD_0001083,"CLIC",1768314608239,"live_chat","352","https://www.MonSite.fr/contact","9"
INT_00111144,LEAD_0008214,"purchase",28/06/2025,"","308","","4"
INT_00111145,LEAD_0018071,"view",,"mobile","58","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00111146,LEAD_0025246,"purchase",2023-11-13 01:01:35.471,"push","362","monsite.fr/landing","-4"
INT_00111147,LEAD_0014175,"",22/11/2024,"Live Chat","-118","https://www.monsite.fr/accueil","0"
INT_00111148,LEAD_0000572,"vue",1685106101237,"SMS","342","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2/5"
INT_00111149,LEAD_0027871,"click",2024-12-11 20:03:39.828,"push_notification","552","www.monsite.fr/promo","1"
INT_00111150,LEAD_0005080,"view",284446,"mobile","N/A","HTTP://www.monsite.fr/blog","4"
INT_00111151,LEAD_0012056,"clic",1745432877374,"N/A","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00111152,LEAD_0023956,"achat",2023-04-01 20:41:49.750,"Live Chat","202","HTTP://www.monsite.fr/blog",""
INT_00111153,LEAD_0020445,"vue",1756101121,"app","582","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","5"
INT_00111154,LEAD_0011756,"CLIC",1684984811857,"App","140","https://www.MonSite.fr/contact","5"
INT_00111155,LEAD_0003693,"click",2023-09-08T10:11:13.074Z," mobile ","1 min","https://www.monsite.fr/PRODUITS","5"
INT_00111156,LEAD_0020733,"vue",2023-11-07T18:56:30.611Z,"","228","https://www.monsite.fr/PRODUITS","4.3"
INT_00111157,LEAD_ORPHAN_97258,"purchase",," web ","","https://www.monsite.fr/produits/","5"
INT_00111158,LEAD_0004492,"vue",1719786193," mobile ","-158","https://www.monsite.fr/PRODUITS","3"
INT_00111159,LEAD_0020593,"VUE",1744765014774,"web","140","HTTP://www.monsite.fr/blog","bon"
INT_00052564,LEAD_0007016,"VUE",2025-08-18T23:55:41.144Z,"SMS","296","https://www.monsite.fr/produits","2"
INT_00111160,LEAD_0004189,"Achat",2024-01-22T16:04:41.816Z,"","9827","https://www.monsite.fr/produits","1"
INT_00111161,LEAD_0008041,"",2023-06-07 01:53:09.198,"sms","297","https://www.monsite.fr/produits","moyen"
INT_00038966,LEAD_0021043,"",2025-11-16 17:25:11.671,"PUSH","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00111162,LEAD_0020747,"vue",1760460015,"SMS","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","-4"
INT_00111163,LEAD_0023044,"vue",1767625455,"MOBILE","114","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4/5"
INT_00111164,LEAD_ORPHAN_92867,"vue",2024-11-07T05:45:23.152Z," mobile ","3","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","5"
INT_00111165,LEAD_0013193,"achat",1766234944,"Chat","54","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00111166,LEAD_0013581,"clic",1736056919,"MOBILE","64","monsite.fr/landing","moyen"
INT_00111167,LEAD_0027312,"clic",2024-08-15 03:04:48.588,"Live Chat","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00111168,LEAD_0021639,"vue",1750171362863,"mobile","485s","HTTP://www.monsite.fr/blog","3.3"
INT_00111169,LEAD_0017599,"clic",1697022386661,"push","376.53","https://www.monsite.fr/PRODUITS","3"
INT_00111170,LEAD_ORPHAN_99050,"",2024-05-08 15:59:13.860,"Push","N/A","","2.8"
INT_00111171,LEAD_0012688,"click",26/11/2024,"Email","161","https://www.monsite.fr/produits","10"
INT_00111172,LEAD_0002733,"VUE",15/04/2025,"sms","14","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00111173,LEAD_0010802,"CLIC",1686949001587,"App","378"," https://www.monsite.fr/accueil ","3/5"
